id,image_id,total_shapes
807,1158,18
808,1161,18
809,1162,18
810,1163,18
811,1165,18
812,1166,18
813,1167,18
814,1169,18
815,1171,18
816,1172,18
817,1173,18
818,1176,18
819,1177,18
820,1178,18
821,1181,18
822,1182,18
823,1183,18
824,1184,18
825,1185,18
826,1186,18
827,1187,18
828,1188,18
829,1189,18
830,1190,18
831,1191,18
832,1192,18
833,1196,18
834,1197,18
835,1199,18
836,1201,18
837,1204,18
838,1205,18
839,1208,18
840,1209,18
841,1211,18
842,1212,18
843,1213,18
844,1214,18
845,1215,18
846,1218,18
847,1219,18
848,1220,18
849,1221,18
850,1222,18
851,1223,18
852,1224,18
853,1225,18
854,1226,18
855,1227,18
856,1229,18
857,1230,18
858,1233,18
859,1237,21
860,1238,21
861,1239,21
862,1240,21
863,1241,21
864,1242,21
865,1244,21
866,1245,21
867,1246,21
868,1247,21
869,1248,21
870,1249,21
871,1252,21
872,1253,21
873,1254,21
874,1255,21
875,1256,21
876,1258,21
877,1259,21
878,1263,21
879,1264,21
880,1265,21
881,1266,21
882,1267,21
883,1268,21
884,1269,21
885,1270,21
886,1271,21
887,1273,21
888,1274,21
889,1275,21
890,1277,21
891,1278,21
892,1279,21
893,1281,21
894,1287,21
895,1288,21
896,1290,21
897,1291,21
898,1292,21
899,1293,21
900,1294,21
901,1295,21
902,1296,21
903,1297,21
904,1298,21
905,1299,21
906,1300,21
907,1301,21
908,1302,21
909,1303,21
910,1304,21
911,1306,21
912,1307,21
913,1308,21
914,1310,21
915,1311,21
916,1313,21
917,1315,24
918,1317,24
919,1318,24
920,1319,24
921,1321,24
922,1324,24
923,1325,24
924,1326,24
925,1329,24
926,1331,24
927,1335,24
928,1337,24
929,1338,24
930,1339,24
931,1341,24
932,1342,24
933,1343,24
934,1345,24
935,1346,24
936,1347,24
937,1348,24
938,1349,24
939,1350,24
940,1351,24
941,1352,24
942,1354,24
943,1355,24
944,1356,24
945,1357,24
946,1358,24
947,1359,24
948,1360,24
949,1361,24
950,1362,24
951,1363,24
952,1365,24
953,1366,24
954,1368,24
955,1373,24
956,1374,24
957,1375,24
958,1376,24
959,1379,24
960,1380,24
961,1382,24
962,1383,24
963,1385,24
964,1386,24
965,1387,24
966,1388,24
967,1390,24
968,1391,24
969,1394,24
970,1395,27
971,1396,27
972,1397,27
973,1402,27
974,1403,27
975,1404,27
976,1405,27
977,1407,27
978,1408,27
979,1409,27
980,1410,27
981,1411,27
982,1412,27
983,1415,27
984,1416,27
985,1417,27
986,1418,27
987,1419,27
988,1422,27
989,1423,27
990,1424,27
991,1426,27
992,1427,27
993,1428,27
994,1429,27
995,1431,27
996,1432,27
997,1433,27
998,1434,27
999,1435,27
1000,1436,27
1001,1438,27
1002,1439,27
1003,1441,27
1004,1442,27
1005,1444,27
1006,1445,27
1007,1446,27
1008,1448,27
1009,1450,27
1010,1452,27
1011,1453,27
1012,1455,27
1013,1456,27
1014,1457,27
1015,1458,27
1016,1459,27
1017,1462,27
1018,1463,27
1019,1464,27
1020,1465,27
1021,1467,27
1022,1468,27
1023,1469,27
1024,1470,27
1025,1473,27
1026,1474,27
1027,1475,30
1028,1476,30
1029,1478,30
1030,1479,30
1031,1480,30
1032,1482,30
1033,1483,30
1034,1484,30
1035,1486,30
1036,1487,30
1037,1488,30
1038,1489,30
1039,1490,30
1040,1491,30
1041,1492,30
1042,1494,30
1043,1495,30
1044,1496,30
1045,1497,30
1046,1498,30
1047,1499,30
1048,1500,30
1049,1501,30
1050,1502,30
1051,1503,30
1052,1504,30
1053,1505,30
1054,1506,30
1055,1508,30
1056,1510,30
1057,1512,30
1058,1514,30
1059,1515,30
1060,1516,30
1061,1517,30
1062,1518,30
1063,1519,30
1064,1521,30
1065,1522,30
1066,1524,30
1067,1525,30
1068,1526,30
1069,1527,30
1070,1528,30
1071,1529,30
1072,1530,30
1073,1532,30
1074,1533,30
1075,1534,30
1076,1537,30
1077,1538,30
1078,1540,30
1079,1541,30
1080,1543,30
1081,1544,30
1082,1545,30
1083,1546,30
1084,1548,30
1085,1549,30
1086,1550,30
1087,1552,30
1088,1553,30
1089,1555,36
1090,1558,36
1091,1560,36
1092,1561,36
1093,1563,36
1094,1565,36
1095,1566,36
1096,1568,36
1097,1569,36
1098,1570,36
1099,1571,36
1100,1572,36
1101,1573,36
1102,1574,36
1103,1575,36
1104,1579,36
1105,1583,36
1106,1584,36
1107,1586,36
1108,1587,36
1109,1588,36
1110,1589,36
1111,1590,36
1112,1592,36
1113,1593,36
1114,1594,36
1115,1597,36
1116,1598,36
1117,1601,36
1118,1603,36
1119,1604,36
1120,1605,36
1121,1606,36
1122,1609,36
1123,1611,36
1124,1612,36
1125,1613,36
1126,1615,36
1127,1617,36
1128,1618,36
1129,1619,36
1130,1620,36
1131,1622,36
1132,1623,36
1133,1624,36
1134,1625,36
1135,1626,36
1136,1627,36
1137,1628,36
1138,1629,36
1139,1631,36
1140,1632,36
1141,1633,36
1142,1634,36
1143,1635,42
1144,1636,42
1145,1638,42
1146,1641,42
1147,1642,42
1148,1643,42
1149,1644,42
1150,1646,42
1151,1647,42
1152,1648,42
1153,1649,42
1154,1653,42
1155,1654,42
1156,1655,42
1157,1656,42
1158,1659,42
1159,1661,42
1160,1662,42
1161,1664,42
1162,1665,42
1163,1666,42
1164,1668,42
1165,1671,42
1166,1672,42
1167,1673,42
1168,1674,42
1169,1675,42
1170,1676,42
1171,1677,42
1172,1678,42
1173,1679,42
1174,1680,42
1175,1681,42
1176,1683,42
1177,1684,42
1178,1685,42
1179,1690,42
1180,1691,42
1181,1692,42
1182,1693,42
1183,1694,42
1184,1696,42
1185,1698,42
1186,1701,42
1187,1702,42
1188,1703,42
1189,1706,42
1190,1707,42
1191,1709,42
1192,1710,42
1193,1711,42
1194,1713,42
1195,1714,42
1196,1715,48
1197,1716,48
1198,1717,48
1199,1718,48
1200,1719,48
1201,1720,48
1202,1721,48
1203,1724,48
1204,1726,48
1205,1727,48
1206,1729,48
1207,1731,48
1208,1732,48
1209,1733,48
1210,1734,48
1211,1736,48
1212,1737,48
1213,1738,48
1214,1739,48
1215,1740,48
1216,1741,48
1217,1742,48
1218,1744,48
1219,1746,48
1220,1747,48
1221,1748,48
1222,1749,48
1223,1752,48
1224,1754,48
1225,1755,48
1226,1756,48
1227,1757,48
1228,1758,48
1229,1759,48
1230,1760,48
1231,1761,48
1232,1762,48
1233,1763,48
1234,1764,48
1235,1765,48
1236,1766,48
1237,1767,48
1238,1768,48
1239,1769,48
1240,1770,48
1241,1773,48
1242,1775,48
1243,1776,48
1244,1780,48
1245,1781,48
1246,1784,48
1247,1785,48
1248,1786,48
1249,1787,48
1250,1788,48
1251,1789,48
1252,1790,48
1253,1792,48
1254,1794,48
